"folio","dif_inf","dif_url","portinte","edo_fina","pre_serv","pln_prog","in_efi","re_hid","di_tari","ben_subs","obr_proc","di_otro","d_otr_es","sif_opn","opn_impl","opn_bita","opn_moni","opn_apcu","opn_entr","opn_apen","opn_otrm","opin_esp","rep_quej","fuga_pro","atn_most","carc_liq","opn_otro","es_ot_as"
"9017","1","HTTPS://WWW.SACMEX.CDMX.GOB.MX/ATENCION-USUARIOS/CAMP","2","","1","1","","1","1","","1","","","1","1","","1","1","","","","","","","1","","",""
"10001","1","CANATLAN.GOB.MX","2","1","","","","","","","","","","2","","","","","","","","","","","","","",""
"10002","2","","0","","","","","","","","","","","1","1","1","1","","1","","","","1","1","","","",""
"10003","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10004","1","CUENCAMEDECENICEROS.NET","2","1","","","","","","","","","","2","","","","","","","","","","","","","",""
"10005","1","","1","","1","1","","1","","","1","","","1","1","","1","","","","","","1","1","","","",""
"10006","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10007","1","SIDEAPA.GOB.MX","1","1","","1","1","","","","1","","","1","1","1","1","","","","","","1","1","1","1","",""
"10008","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10009","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10010","2","","0","","","","","","","","","","","1","1","","","","","","","","","1","","","",""
"10011","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10012","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10013","0","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10014","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10015","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10016","2","","0","","","","","","","","","","","1","","1","","","","","","","1","1","","","",""
"10017","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10018","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10019","2","","0","","","","","","","","","","","1","","","","","","1","","","1","1","","","",""
"10020","0","","0","","","","","","","","","","","1","","1","","","","","","","1","1","","","",""
"10021","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10022","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10023","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10024","2","","0","","","","","","","","","","","1","","1","","","","","","","1","1","","","",""
"10025","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10026","0","","0","","","","","","","","","","","1","1","","1","","","","","","1","","","","",""
"10027","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10028","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10029","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10030","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10031","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10032","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10033","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10034","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10035","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10036","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10037","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"10038","1","HTTPS://VICENTEGUERRERO.GOB.MX/SIDEAPAS/","2","1","1","","","","","","","","","1","1","1","","1","","1","","","1","1","1","","",""
"10039","1","FACEBOOK.COM/OAANI-1863050053910964","2","","","","","","","","1","","","2","","","","","","","","","","","","","",""
"11001","1","HTTP://CONOCEABASOLO.GOB.MX","2","","","1","","","","","1","","","1","1","","","","","1","","","","1","1","1","",""
"11002","1","FACEBOOK.COM/JUMAPAACOM/","1","","1","1","","","1","1","1","","","1","","1","1","","","","1","Atencion a usuarios por medio de Whatsapp para quejas, información y recepción de documentos.","1","1","1","1","",""
"11003","1","","1","1","1","1","1","","","1","1","","","1","1","","1","","","1","","","1","1","1","","",""
"11004","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"11005","1","FACEBOOK.COM/COMIT%C3%A9-MUNICIPAL-DE-AGUA-POTABLE-Y-ALCANTARILLADO-DE-APASEO-EL-GRANDE-1798814343687544/","2","1","","","","","","1","","","","1","1","1","","","","","","","1","1","1","","",""
"11006","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"11007","1","HTTPS://WWW.JUMAPACELAYA.GOB.MX/","2","1","1","1","","","1","1","1","","","1","1","1","1","1","1","1","","","1","","","","",""
"11008","1","SISTEMA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO MD","1","","","","","","","","1","","","2","","","","","","","","","","","","","",""
"11009","1","HTTPS://WWW.FACEBOOK.COM/JAPAC-COMONFORTGTO-423702337731965/","2","","","","","","","","1","","","1","1","","","","","","","","1","1","1","","",""
"11010","2","","0","","","","","","","","","","","1","","1","1","","","","","","1","1","","","",""
"11011","1","JUMAPAC.GOB.MX","1","","","","","","","","1","","","1","1","","1","","","1","","","","","1","1","",""
"11012","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"11013","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"11014","1","SIMAPAS.GOB.MX","1","","1","1","","1","1","1","1","","","2","","","","","","","","","","","","","",""
"11015","1","","1","1","","1","1","","1","1","1","","","1","","1","","","","","1","Aplicación de cuestionarios vía web","1","1","","1","",""
"11016","0","","0","","","","","","","","","","","1","1","","","","1","","","","1","1","","","",""
"11017","1","JAPAMI.GOB.MX","1","1","1","1","1","1","1","1","1","","","1","1","1","1","","","1","","","1","1","","1","",""
"11018","1","SMAPAJ.ORG","1","1","1","","1","","","","","","","2","","","","","","","","","","","","","",""
"11019","0","CULTURA DEL AGUA JERECUARO","1","","","","","","","","","","","1","","","","","","","1","LEVANTAMIENTO DE REPORTES","1","","","","",""
"11020","1","SAPAL.GOB.MX","1","1","1","1","1","1","1","1","1","","","1","","1","1","","","1","","","1","1","1","1","",""
"11021","1","HTTP://WWW.SMAPAM.GOB.MX/INDEX.PHP","1","1","1","1","1","1","1","1","1","","","1","1","","1","","","","1","REDES SOCIALES","1","1","1","1","",""
"11022","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"11023","1","AGUAPENJAMO.GOB.MX","2","1","1","","","","1","","","","","1","1","","","1","","","","","","","1","","",""
"11024","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"11025","1","HTTP://WWW.SAPAP.GOB.MX/","1","","","1","","","1","","1","","","1","1","1","","","","","","","1","","1","","",""
"11026","1","SAPAR.GOB.MX  Y   FACEBOOK (SISTEMA DE AGUA POTABLE.)","2","","","","","","1","","1","","","1","1","","","","","","1","llamadas,mensaje por red social y atencion en oficina.","1","1","1","1","",""
"11027","0","","0","","","","","","","","","","","1","1","","","1","","","","","1","1","","","",""
"11028","1","","1","1","","","","","","","1","","","1","1","1","1","","","","","","1","1","1","1","",""
"11029","1","SANDIEGOCMAPAS.COM.MX","1","1","","","","","1","","","","","1","1","1","1","","","","1","Reporte, quejas y observaciones por medio de la pagina de Facebook.","1","1","1","","",""
"11030","1","HTTPS://SITIO.JMAPA.MX/","1","","1","1","","1","","","1","","","1","","","1","1","","1","","","1","1","1","","",""
"11031","1","WWW.SAPAF.GOB.MX","1","1","1","1","1","1","1","1","1","","","1","1","1","1","","","1","1","Fan page del SAPAF","1","1","1","","",""
"11032","1","HTTPS://WWW.FACEBOOK.COM/PAGES/CATEGORY/INTEREST/SMAPA-SAN-JOS%C3%A9-1852234728421220/","1","","1","1","","","","","1","","","2","","","","","","","","","","","","","",""
"11033","1","JAPASP.GOB.MX/WEB/","1","1","1","1","","","1","","1","","","1","","","","1","","","","","1","1","1","1","",""
"11034","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"11035","1","","2","","1","1","","1","1","1","1","","","1","1","","","","","","","","1","1","","","",""
"11036","0","","0","","","","","","","","","","","1","1","","","","","","","","","1","","","",""
"11037","1","HTTPS://WWW.SAPAS.GOB.MX/TRANSPARENCIA-Y-ACCESO-A-LA-INFORMACION-PUBLICA/","1","1","1","1","1","1","1","1","1","","","1","","1","1","1","1","1","","","1","1","1","1","",""
"11038","1","","2","1","","1","1","","1","","","","","1","","1","1","","","","","","1","1","1","1","",""
"11039","2","","0","","","","","","","","","","","1","1","1","","","","","","","1","1","1","1","",""
"11040","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"11041","2","","0","","","","","","","","","","","1","","1","1","","","","","","1","1","1","1","",""
"11042","1","","1","","","","","1","","","1","","","1","","1","1","1","","","","","1","1","1","1","",""
"11043","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"11044","1","HTTPS://WWW.FACEBOOK.COM/JUMAPAV","1","","1","1","1","","1","","1","","","1","","","","","1","1","","","1","1","1","1","",""
"11045","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"11046","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12001","1","CAPAMA.COM.MX","1","","1","1","","","1","","1","","","1","1","","1","","1","","","","1","1","1","1","",""
"12002","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12003","2","","0","","","","","","","","","","","1","1","","","","","","","","1","","","","",""
"12004","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12005","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12006","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12007","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12008","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12009","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12010","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12011","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12012","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12013","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12014","1","BENITOJUAREZ.GOB.MX","2","","","","","","","","1","","","1","","1","","","","","","","1","","","","",""
"12015","1","HTTP://BUENAVISTADECUELLAR.GUERRERO.GOB.MX","2","1","1","1","","1","1","","1","","","2","","","","","","","","","","","","","",""
"12016","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12017","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12018","2","","0","","","","","","","","","","","1","","1","","","","","","","1","","","","",""
"12019","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12020","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12021","1","","2","","","1","","1","","","","","","1","","","1","","","","","","1","1","","","",""
"12022","1","HTTP://COYUCADECATALAN.GUERRERO.GOB.MX/TRAMITES/","1","","1","","","","","","","","","1","1","","","","","","","","","1","","","",""
"12023","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12024","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12025","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12026","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12027","1","FACEBOOK.COM/RAUL SOSA SERRATO","1","","1","","","","","","1","","","2","","","","","","","","","","","","","",""
"12028","2","","0","","","","","","","","","","","1","1","","","","","","","","","1","","","",""
"12029","1","CAPACH.GUERRERO.GOB.MX/","1","1","","1","1","","1","","","","","1","","1","1","","","","","","1","1","1","","",""
"12030","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12031","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12032","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12033","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12034","1","HTTP://HUITZUCO.GUERRERO.GOB.MX","2","1","1","","1","1","1","","1","","","1","1","1","1","1","1","1","","","1","1","1","1","",""
"12035","1","CAPAMI.GOB.MX","1","","","","1","","1","","","","","2","","","","","","","","","","","","","",""
"12036","2","","0","","","","","","","","","","","1","1","1","","","","","","","1","1","","1","",""
"12037","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12038","1","CAPAZ-ZIHUA.GOB.MX","1","1","","1","1","1","1","","1","","","1","","1","","1","","1","","","","1","1","1","",""
"12039","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12040","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12041","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12042","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
"12043","2","","0","","","","","","","","","","","2","","","","","","","","","","","","","",""
